car_ID,symboling,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,price,marque,modele,city L/100km,highway L/100km
122,1,essence,std,4,berline,traction,avant,237.99800000000002,424.942,162.052,129.03199999999998,902.19522393,ohc,4,1.47483576,2bbl,2.97,3.23,9.4,68,5500,6692.0,plymouth,satellitecustom(sw),7.58741935483871,6.189736842105264
123,1,essence,std,4,berline,traction,avant,237.99800000000002,424.942,162.052,129.03199999999998,993.8208826700001,ohc,4,1.605932272,2bbl,2.97,3.23,9.4,68,5500,7609.0,plymouth,furygransedan,7.58741935483871,6.189736842105264
124,-1,essence,std,4,break,traction,avant,262.382,443.484,164.08399999999997,151.892,1149.85665795,ohc,4,1.999221808,2bbl,3.35,3.46,8.5,88,5000,8921.0,plymouth,valiant,9.800416666666667,7.840333333333334
125,3,essence,turbo,2,hayon,propulsion,avant,243.586,439.928,168.402,127.50800000000001,1278.22329866,ohc,4,2.556381984,spdi,3.59,3.86,7.0,145,5000,12764.0,plymouth,duster,12.379473684210527,9.800416666666667
126,3,essence,std,2,hayon,propulsion,avant,240.03,429.00600000000003,173.482,127.50800000000001,1260.0796038600001,ohc,4,2.474446664,mpfi,3.94,3.11,9.5,143,5500,22018.0,porsche,macan,12.379473684210527,8.711481481481481
127,3,essence,std,2,toit rigide,propulsion,arriere,227.33,429.00600000000003,165.1,131.064,1250.10057172,ohcf,6,3.1790904159999998,mpfi,3.74,2.9,9.5,207,5900,32528.0,porsche,panamera,13.835882352941177,9.4084
128,3,essence,std,2,toit rigide,propulsion,arriere,227.33,429.00600000000003,165.1,131.064,1250.10057172,ohcf,6,3.1790904159999998,mpfi,3.74,2.9,9.5,207,5900,34028.0,porsche,cayenne,13.835882352941177,9.4084
129,3,essence,std,2,convertible,propulsion,arriere,227.33,429.00600000000003,165.1,131.064,1270.058636,ohcf,6,3.1790904159999998,mpfi,3.74,2.9,9.5,207,5900,37028.0,porsche,boxter,13.835882352941177,9.4084
130,1,essence,std,2,hayon,propulsion,avant,249.936,446.27799999999996,183.642,128.27,1526.7919174200001,dohcv,8,3.326573992,mpfi,3.94,3.11,10.0,288,5750,31400.5,porsche,cayenne,13.835882352941177,8.400357142857143
131,0,essence,std,4,break,traction,avant,244.094,461.01,168.91,140.208,1169.8147222300001,ohc,4,2.163092448,mpfi,3.46,3.9,8.7,90,5100,9295.0,renault,12tl,10.226521739130435,7.58741935483871
132,2,essence,std,2,hayon,traction,avant,244.094,449.07200000000006,169.164,128.27,1115.8372302,ohc,4,2.163092448,mpfi,3.46,3.9,8.7,90,5100,9895.0,renault,5gtl,10.226521739130435,7.58741935483871
133,3,essence,std,2,hayon,traction,avant,251.714,473.964,168.91,142.494,1205.64851946,ohc,4,1.982834744,mpfi,3.54,3.07,9.31,110,5250,11850.0,saab,99e,11.200476190476191,8.400357142857143
134,2,essence,std,4,berline,traction,avant,251.714,473.964,168.91,142.494,1222.43143715,ohc,4,1.982834744,mpfi,3.54,3.07,9.3,110,5250,12170.0,saab,99le,11.200476190476191,8.400357142857143
135,3,essence,std,2,hayon,traction,avant,251.714,473.964,168.91,142.494,1227.87454559,ohc,4,1.982834744,mpfi,2.54,2.07,9.3,110,5250,15040.0,saab,99le,11.200476190476191,8.400357142857143
136,2,essence,std,4,berline,traction,avant,251.714,473.964,168.91,142.494,1251.00775646,ohc,4,1.982834744,mpfi,3.54,3.07,9.3,110,5250,15510.0,saab,99gle,11.200476190476191,8.400357142857143
137,3,essence,turbo,2,hayon,traction,avant,251.714,473.964,168.91,142.494,1273.6873749600002,dohc,4,1.982834744,mpfi,3.54,3.07,9.0,160,5500,18150.0,saab,99gle,12.379473684210527,9.046538461538463
138,2,essence,turbo,4,berline,traction,avant,251.714,473.964,168.91,142.494,1291.37747739,dohc,4,1.982834744,mpfi,3.54,3.07,9.0,160,5500,18620.0,saab,99e,12.379473684210527,9.046538461538463
139,2,essence,std,2,hayon,traction,avant,237.99800000000002,398.526,161.036,136.398,929.8643585000001,ohcf,4,1.5895452079999999,2bbl,3.62,2.36,9.0,69,4900,5118.0,subaru,,7.58741935483871,6.533611111111111
140,2,essence,std,2,hayon,traction,avant,237.99800000000002,401.06600000000003,161.544,136.398,961.6158244000001,ohcf,4,1.769802912,2bbl,3.62,2.64,8.7,73,4400,7053.0,subaru,dl,9.046538461538463,7.58741935483871
141,2,essence,std,2,hayon,quatre roues motrices,avant,236.982,399.54200000000003,162.052,141.478,1016.0469088000001,ohcf,4,1.769802912,2bbl,3.62,2.64,8.7,73,4400,7603.0,subaru,dl,9.046538461538463,7.58741935483871
142,0,essence,std,4,berline,traction,avant,246.888,436.88,166.116,133.35,972.9556336500001,ohcf,4,1.769802912,2bbl,3.62,2.64,9.5,82,4800,7126.0,subaru,,7.3503125,6.357027027027027
143,0,essence,std,4,berline,traction,avant,246.888,436.88,166.116,133.35,993.3672903,ohcf,4,1.769802912,2bbl,3.62,2.64,9.5,82,4400,7775.0,subaru,brz,8.400357142857143,7.127575757575758
144,0,essence,std,4,berline,traction,avant,246.888,436.88,166.116,133.35,1061.4061458,ohcf,4,1.769802912,mpfi,3.62,2.64,9.0,94,5200,9960.0,subaru,baja,9.046538461538463,7.3503125
145,0,essence,std,4,berline,quatre roues motrices,avant,246.38,436.88,166.116,137.922,1081.81780245,ohcf,4,1.769802912,2bbl,3.62,2.64,9.0,82,4800,9233.0,subaru,r1,9.800416666666667,9.4084
146,0,essence,turbo,4,berline,quatre roues motrices,avant,246.38,436.88,166.116,137.922,1138.5168487,ohcf,4,1.769802912,mpfi,3.62,2.64,7.7,111,4800,11259.0,subaru,r2,9.800416666666667,8.110689655172415
147,0,essence,std,4,break,traction,avant,246.38,440.69,166.116,134.62,1038.7265273,ohcf,4,1.769802912,2bbl,3.62,2.64,9.0,82,4800,7463.0,subaru,trezia,8.400357142857143,7.3503125
148,0,essence,std,4,break,traction,avant,246.38,440.69,166.116,134.62,1113.5692683500001,ohcf,4,1.769802912,mpfi,3.62,2.64,9.0,94,5200,10198.0,subaru,tribeca,9.4084,7.58741935483871
149,0,essence,std,4,break,quatre roues motrices,avant,246.126,440.944,166.116,139.446,1097.6935354,ohcf,4,1.769802912,2bbl,3.62,2.64,9.0,82,4800,8013.0,subaru,dl,10.226521739130435,8.110689655172415
150,0,essence,turbo,4,break,quatre roues motrices,avant,246.126,440.944,166.116,139.446,1202.0197805,ohcf,4,1.769802912,mpfi,3.62,2.64,7.7,111,4800,11694.0,subaru,dl,10.226521739130435,10.226521739130435
151,1,essence,std,2,hayon,traction,avant,243.078,403.09799999999996,161.544,138.43,900.38085445,ohc,4,1.507609888,2bbl,3.05,3.03,9.0,62,4800,5348.0,toyota,coronamarkii,6.720285714285715,6.031025641025641
152,1,essence,std,2,hayon,traction,avant,243.078,403.09799999999996,161.544,138.43,925.3284348000001,ohc,4,1.507609888,2bbl,3.05,3.03,9.0,62,4800,6338.0,toyota,corona,7.58741935483871,6.189736842105264
153,1,essence,std,4,hayon,traction,avant,243.078,403.09799999999996,161.544,138.43,913.98862555,ohc,4,1.507609888,2bbl,3.05,3.03,9.0,62,4800,6488.0,toyota,corolla1200,7.58741935483871,6.189736842105264
154,0,essence,std,4,break,traction,avant,243.078,431.03799999999995,161.544,150.114,1034.1906036,ohc,4,1.507609888,2bbl,3.05,3.03,9.0,62,4800,6918.0,toyota,coronahardtop,7.58741935483871,6.357027027027027
155,0,essence,std,4,break,quatre roues motrices,avant,243.078,431.03799999999995,161.544,150.114,1038.7265273,ohc,4,1.507609888,2bbl,3.05,3.03,9.0,62,4800,7898.0,toyota,corolla1600(sw),8.711481481481481,7.3503125
156,0,essence,std,4,break,quatre roues motrices,avant,243.078,431.03799999999995,161.544,150.114,1410.6722707000001,ohc,4,1.507609888,2bbl,3.05,3.03,9.0,62,4800,8778.0,toyota,carina,8.711481481481481,7.3503125
157,0,essence,std,4,berline,traction,avant,243.078,422.40200000000004,163.57600000000002,134.62,943.92572197,ohc,4,1.605932272,2bbl,3.19,3.03,9.0,70,4800,6938.0,toyota,markii,7.840333333333334,6.357027027027027
158,0,essence,std,4,hayon,traction,avant,243.078,422.40200000000004,163.57600000000002,134.112,956.62630833,ohc,4,1.605932272,2bbl,3.19,3.03,9.0,70,4800,7198.0,toyota,corolla1200,7.840333333333334,6.357027027027027
159,0,diesel,std,4,berline,traction,avant,243.078,422.40200000000004,163.57600000000002,134.62,1031.9226417500001,ohc,4,1.80257704,idi,3.27,3.35,22.5,56,4500,7898.0,toyota,corona,6.917941176470588,6.533611111111111
160,0,diesel,std,4,hayon,traction,avant,243.078,422.40200000000004,163.57600000000002,134.112,1031.9226417500001,ohc,4,1.80257704,idi,3.27,3.35,22.5,56,4500,7788.0,toyota,corolla,6.189736842105264,5.004468085106383
161,0,essence,std,4,berline,traction,avant,243.078,422.40200000000004,163.57600000000002,134.62,949.82242278,ohc,4,1.605932272,2bbl,3.19,3.03,9.0,70,4800,7738.0,toyota,corona,6.189736842105264,5.004468085106383
162,0,essence,std,4,hayon,traction,avant,243.078,422.40200000000004,163.57600000000002,134.112,962.52300914,ohc,4,1.605932272,2bbl,3.19,3.03,9.0,70,4800,8358.0,toyota,corolla,8.400357142857143,6.917941176470588
163,0,essence,std,4,berline,traction,avant,243.078,422.40200000000004,163.57600000000002,134.112,970.6876718000001,ohc,4,1.605932272,2bbl,3.19,3.03,9.0,70,4800,9258.0,toyota,markii,8.400357142857143,6.917941176470588
164,1,essence,std,2,berline,propulsion,avant,240.03,428.498,162.56,133.604,983.8418505300001,ohc,4,1.605932272,2bbl,3.19,3.03,9.0,70,4800,8058.0,toyota,corollaliftback,8.110689655172415,6.917941176470588
165,1,essence,std,2,hayon,propulsion,avant,240.03,428.498,162.56,133.604,999.71758348,ohc,4,1.605932272,2bbl,3.19,3.03,9.0,70,4800,8238.0,toyota,corona,8.110689655172415,6.917941176470588
166,1,essence,std,2,berline,propulsion,avant,240.03,428.498,162.56,133.604,1027.3867180500001,dohc,4,1.605932272,mpfi,3.24,3.08,9.4,112,6600,9298.0,toyota,celicagtliftback,9.046538461538463,8.110689655172415
167,1,essence,std,2,hayon,propulsion,avant,240.03,428.498,162.56,133.604,1043.262451,dohc,4,1.605932272,mpfi,3.24,3.08,9.4,112,6600,9538.0,toyota,corollatercel,9.046538461538463,8.110689655172415
168,2,essence,std,2,toit rigide,propulsion,avant,249.936,447.548,166.624,132.08,1152.1246198000001,ohc,4,2.392511344,mpfi,3.62,3.5,9.3,116,4800,8449.0,toyota,coronaliftback,9.800416666666667,7.840333333333334
169,2,essence,std,2,toit rigide,propulsion,avant,249.936,447.548,166.624,132.08,1150.31025032,ohc,4,2.392511344,mpfi,3.62,3.5,9.3,116,4800,9639.0,toyota,corolla,9.800416666666667,7.840333333333334
170,2,essence,std,2,hayon,propulsion,avant,249.936,447.548,166.624,132.08,1157.1141358700002,ohc,4,2.392511344,mpfi,3.62,3.5,9.3,116,4800,9989.0,toyota,starlet,9.800416666666667,7.840333333333334
171,2,essence,std,2,toit rigide,propulsion,avant,249.936,447.548,166.624,132.08,1215.17395923,ohc,4,2.392511344,mpfi,3.62,3.5,9.3,116,4800,11199.0,toyota,tercel,9.800416666666667,7.840333333333334
172,2,essence,std,2,hayon,propulsion,avant,249.936,447.548,166.624,132.08,1231.04969218,ohc,4,2.392511344,mpfi,3.62,3.5,9.3,116,4800,11549.0,toyota,corolla,9.800416666666667,7.840333333333334
173,2,essence,std,2,convertible,propulsion,avant,249.936,447.548,166.624,134.62,1349.43730075,ohc,4,2.392511344,mpfi,3.62,3.5,9.3,116,4800,17669.0,toyota,cressida,9.800416666666667,7.840333333333334
174,-1,essence,std,4,berline,traction,avant,260.096,446.024,168.91,139.446,1055.05585262,ohc,4,1.999221808,mpfi,3.31,3.54,8.7,92,4200,8948.0,toyota,corolla,8.110689655172415,6.917941176470588
175,-1,diesel,turbo,4,berline,traction,avant,260.096,446.024,168.91,139.446,1124.9090776,ohc,4,1.80257704,idi,3.27,3.35,22.5,73,4500,10698.0,toyota,celicagt,7.840333333333334,7.127575757575758
176,-1,essence,std,4,hayon,traction,avant,260.096,446.024,168.91,136.906,1094.97198118,ohc,4,1.999221808,mpfi,3.31,3.54,8.7,92,4200,9988.0,toyota,corona,8.711481481481481,7.3503125
177,-1,essence,std,4,berline,traction,avant,260.096,446.024,168.91,139.446,1094.97198118,ohc,4,1.999221808,mpfi,3.31,3.54,8.7,92,4200,10898.0,toyota,corolla,8.711481481481481,7.3503125
178,-1,essence,std,4,hayon,traction,avant,260.096,446.024,168.91,136.906,1114.93004546,ohc,4,1.999221808,mpfi,3.31,3.54,8.7,92,4200,11248.0,toyota,markii,8.711481481481481,7.3503125
179,3,essence,std,2,hayon,propulsion,avant,261.36600000000004,466.09000000000003,171.958,132.08,1349.89089312,dohc,6,2.802187944,mpfi,3.27,3.35,9.3,161,5200,16558.0,toyota,corollaliftback,11.7605,9.800416666666667
180,3,essence,std,2,hayon,propulsion,avant,261.36600000000004,466.09000000000003,171.958,132.08,1368.0345879200001,dohc,6,2.802187944,mpfi,3.27,3.35,9.3,161,5200,15998.0,toyota,corona,12.379473684210527,9.800416666666667
181,-1,essence,std,4,berline,propulsion,avant,265.43,477.01200000000006,168.91,137.41400000000002,1420.1977104700002,dohc,6,2.802187944,mpfi,3.27,3.35,9.2,156,5200,15690.0,toyota,starlet,11.7605,9.800416666666667
182,-1,essence,std,4,break,propulsion,avant,265.43,477.01200000000006,168.91,137.41400000000002,1429.26955787,dohc,6,2.638317304,mpfi,3.27,3.35,9.2,156,5200,15750.0,toyota,tercel,12.379473684210527,9.800416666666667
183,2,diesel,std,2,berline,traction,avant,247.142,436.118,166.37,141.478,1025.57234857,ohc,4,1.5895452079999999,idi,3.01,3.4,23.0,52,4800,7775.0,volkswagen,rabbit,6.357027027027027,5.1132608695652175
184,2,essence,std,2,berline,traction,avant,247.142,436.118,166.37,141.478,1001.98554533,ohc,4,1.786189976,mpfi,3.19,3.4,9.0,85,5250,7975.0,volkswagen,1131deluxesedan,8.711481481481481,6.917941176470588
185,2,diesel,std,4,berline,traction,avant,247.142,436.118,166.37,141.478,1026.93312568,ohc,4,1.5895452079999999,idi,3.01,3.4,23.0,52,4800,7995.0,volkswagen,model111,6.357027027027027,5.1132608695652175
186,2,essence,std,4,berline,traction,avant,247.142,436.118,166.37,141.478,1003.34632244,ohc,4,1.786189976,mpfi,3.19,3.4,9.0,85,5250,8195.0,volkswagen,type3,8.711481481481481,6.917941176470588
187,2,essence,std,4,berline,traction,avant,247.142,436.118,166.37,141.478,1031.9226417500001,ohc,4,1.786189976,mpfi,3.19,3.4,9.0,85,5250,8495.0,volkswagen,411(sw),8.711481481481481,6.917941176470588
188,2,diesel,turbo,4,berline,traction,avant,247.142,436.118,166.37,141.478,1051.88070603,ohc,4,1.5895452079999999,idi,3.01,3.4,23.0,68,4500,9495.0,volkswagen,superbeetle,6.357027027027027,5.600238095238096
189,2,essence,std,4,berline,traction,avant,247.142,436.118,166.37,141.478,1043.262451,ohc,4,1.786189976,mpfi,3.19,3.4,10.0,100,5500,9995.0,volkswagen,dasher,9.046538461538463,7.3503125
190,3,essence,std,2,convertible,traction,avant,240.03,404.622,163.068,141.22400000000002,1022.3972019800001,ohc,4,1.786189976,mpfi,3.19,3.4,8.5,90,5500,11595.0,volkswagen,dasher,9.800416666666667,8.110689655172415
191,3,essence,std,2,hayon,traction,avant,240.03,420.878,162.56,130.556,1007.4286537700001,ohc,4,1.786189976,mpfi,3.19,3.4,8.5,90,5500,9980.0,volkswagen,rabbit,9.800416666666667,8.110689655172415
192,0,essence,std,4,berline,traction,avant,255.01600000000002,457.70799999999997,169.92600000000002,139.954,1207.00929657,ohc,5,2.228640704,mpfi,3.19,3.4,8.5,110,5500,13295.0,volkswagen,rabbit,12.379473684210527,9.800416666666667
193,0,diesel,turbo,4,berline,traction,avant,255.01600000000002,457.70799999999997,169.92600000000002,139.954,1169.8147222300001,ohc,4,1.5895452079999999,idi,3.01,3.4,23.0,68,4500,13845.0,volkswagen,rabbitcustom,7.127575757575758,6.189736842105264
194,0,essence,std,4,break,traction,avant,255.01600000000002,465.074,169.92600000000002,139.954,1162.55724431,ohc,4,1.786189976,mpfi,3.19,3.4,9.0,88,5500,12290.0,volkswagen,dasher,9.4084,7.58741935483871
195,-2,essence,std,4,berline,propulsion,avant,264.92199999999997,479.552,170.68800000000002,142.74800000000002,1320.8609814400002,ohc,4,2.310576024,mpfi,3.78,3.15,9.5,114,5400,12940.0,volvo,145e(sw),10.226521739130435,8.400357142857143
196,-1,essence,std,4,break,propulsion,avant,264.92199999999997,479.552,170.68800000000002,146.05,1376.1992505800001,ohc,4,2.310576024,mpfi,3.78,3.15,9.5,114,5400,13415.0,volvo,144ea,10.226521739130435,8.400357142857143
197,-2,essence,std,4,berline,propulsion,avant,264.92199999999997,479.552,170.68800000000002,142.74800000000002,1331.29360595,ohc,4,2.310576024,mpfi,3.78,3.15,9.5,114,5400,15985.0,volvo,244dl,9.800416666666667,8.400357142857143
198,-1,essence,std,4,break,propulsion,avant,264.92199999999997,479.552,170.68800000000002,146.05,1379.82798954,ohc,4,2.310576024,mpfi,3.78,3.15,9.5,114,5400,16515.0,volvo,245,9.800416666666667,8.400357142857143
199,-2,essence,turbo,4,berline,propulsion,avant,264.92199999999997,479.552,170.68800000000002,142.74800000000002,1381.1887666500002,ohc,4,2.1303183199999998,mpfi,3.62,3.15,7.5,162,5100,18420.0,volvo,264gl,13.835882352941177,10.691363636363636
200,-1,essence,turbo,4,break,propulsion,avant,264.92199999999997,479.552,170.68800000000002,146.05,1431.9911120900001,ohc,4,2.1303183199999998,mpfi,3.62,3.15,7.5,162,5100,18950.0,volvo,diesel,13.835882352941177,10.691363636363636
201,-1,essence,std,4,berline,propulsion,avant,277.114,479.552,175.00600000000003,140.97,1339.00467624,ohc,4,2.310576024,mpfi,3.78,3.15,9.5,114,5400,16845.0,volvo,145e(sw),10.226521739130435,8.400357142857143
202,-1,essence,turbo,4,berline,propulsion,avant,277.114,479.552,174.75199999999998,140.97,1383.00313613,ohc,4,2.310576024,mpfi,3.78,3.15,8.7,160,5300,19045.0,volvo,144ea,12.379473684210527,9.4084
203,-1,essence,std,4,berline,propulsion,avant,277.114,479.552,175.00600000000003,140.97,1366.22021844,ohcv,6,2.834962072,mpfi,3.58,2.87,8.8,134,5500,21485.0,volvo,244dl,13.067222222222222,10.226521739130435
204,-1,diesel,turbo,4,berline,propulsion,avant,277.114,479.552,175.00600000000003,140.97,1459.20665429,ohc,6,2.37612428,idi,3.01,3.4,23.0,106,4800,22470.0,volvo,246,9.046538461538463,8.711481481481481
205,-1,essence,turbo,4,berline,propulsion,avant,277.114,479.552,175.00600000000003,140.97,1388.8998369400001,ohc,4,2.310576024,mpfi,3.78,3.15,9.5,114,5400,22625.0,volvo,264gl,12.379473684210527,9.4084
0,0,essence,std,0,convertible,propulsion,avant,225.04,428.75,162.81,123.95,1155.75,dohc,4,2.13,mpfi,3.47,3.47,0,111,0,16000,alfa-romero,0,11.0,8.0
